writer_id,name,country,medium_link,subscribed_times,last_article_date,articles_link,articles_published,avg_article_length,topic_tags,personal_projects_count,payment_method,phone_number,email
110,William Haynes,"Lake Oscarshire, Oman",https://medium.com/@parksjonathan,0,2018-06-20,https://medium.com/article/585e5e23-f002-438c-91dd-8ec86480b43e,0,659,"AI,NLP",15,Wise,001-906-831-4278,kyle32@gmail.com
111,Rickey Smith,"Port Tiffanyfort, Palestinian Territory",https://medium.com/@jeffrey97,3,2016-04-15,https://medium.com/article/62387a69-fa49-4fc9-a7e2-0e497f0fd49a,4,774,"Health,Wellness",10,PayPal,851-272-3218,kenneth46@gmail.com
112,Daniel Camacho,"Lake Christina, Guinea-Bissau",https://medium.com/@phall,0,2024-09-10,https://medium.com/article/80401259-570b-4d33-80a7-3d3e12104e14,8,941,"ML,Deep Learning",6,PayPal,+1-987-572-179921245,michelle23@gmail.com
113,Christopher Scott,"Thomasside, Morocco",https://medium.com/@samuel20,3,2021-12-10,https://medium.com/article/9b2b2d13-775d-47f7-83ad-49f88fd4ccff,14,728,"AI,NLP",12,PayPal,577536384104921,brian46@gmail.com
114,Stephanie Sawyer,"Port Williamview, Saint Barthelemy",https://medium.com/@heather13,3,2016-10-07,https://medium.com/article/f3ee9520-f1ed-47a0-a82a-b1b41ad23cc1,12,487,"Health,Wellness",9,Wise,001-992-093-21051917,woodtracey@gmail.com
115,Alexandria Jordan,"South James, Fiji",https://medium.com/@chuber,0,2024-10-20,https://medium.com/article/2b3ad9fc-da8b-42e5-b7d3-1c32565c68f8,30,1992,"AI,ML,Data",1,PayPal,(525)647-182838105,nelsoncolin@gmail.com
116,Robert Perry,"East Sarahburgh, Kenya",https://medium.com/@kimberlyvargas,2,2018-05-04,https://medium.com/article/5fab8e07-8034-49b9-a59f-9d87663671fc,31,1206,"Health,Wellness",2,PayPal,(487)189-0153,brianahogan@gmail.com
117,Claudia Meza,"Littleburgh, Cuba",https://medium.com/@sandra29,1,2020-03-29,https://medium.com/article/601dc07b-ee7c-4a08-bf71-2eb82d3656a1,34,131,"Finance,Investing",5,Stripe,3285279943,michelle80@gmail.com
118,Madison Reyes,"Port Thomas, Italy",https://medium.com/@bradleyrios,2,2022-06-07,https://medium.com/article/504f5390-106f-48fc-8fb4-6f6992a25415,48,579,"Cooking,Lifestyle",8,Wise,(350)276-829527098,samanthahamilton@gmail.com
119,Michelle Rodriguez,"Perkinsmouth, Antigua and Barbuda",https://medium.com/@jadebooth,0,2025-08-21,https://medium.com/article/732c9081-d4b0-4ccb-a590-20cbc76e9ec2,23,886,"Cooking,Lifestyle",8,PayPal,+1-755-781-2037749,jtaylor@gmail.com
120,James Little,"Castanedaside, Venezuela",https://medium.com/@ngutierrez,0,2018-05-06,https://medium.com/article/dc5ee36e-25c5-4496-97a5-333eea056500,28,839,"AI,NLP",11,CashApp,5687272003,kurt99@gmail.com
121,Tristan Kim,"Frankton, New Caledonia",https://medium.com/@nclark,3,2017-06-27,https://medium.com/article/93be388e-220d-4e5a-8677-ab711be2dd5f,12,996,"Startups,Entrepreneurship",5,CashApp,+1-771-251-947930865,maynardmichael@gmail.com
122,Janet Booker,"West Cynthia, Turkmenistan",https://medium.com/@jordanscott,0,2019-03-01,https://medium.com/article/da9080e6-81a0-4b88-9bcc-fb96129068f5,42,745,"Travel,Blog",11,Stripe,+1-976-264-86794316,debra86@gmail.com
123,Donna Chavez,"Mullinsmouth, Tuvalu",https://medium.com/@mitchellmichelle,3,2021-08-10,https://medium.com/article/91a4c214-ec1a-4c50-a380-4672989ef8ed,12,1223,"AI,NLP",11,Wise,(296)978-5777056,drakewendy@gmail.com
124,Luis Cooper,"Bookerstad, Montserrat",https://medium.com/@lpeterson,1,2024-08-09,https://medium.com/article/5f7c6802-3f82-415c-93c0-77a0798829cd,41,204,"AI,ML,Data",7,Bank Transfer,32034990853630,kruegernicholas@gmail.com
125,Julie Pierce,"Brownstad, Sudan",https://medium.com/@micheal28,1,2016-10-27,https://medium.com/article/2bb1de02-ac63-4b5d-867e-d80309f97d92,13,1560,"Cooking,Lifestyle",10,Stripe,(641)120-3541,whitetravis@gmail.com
126,Troy Harrison,"Clarkburgh, Lithuania",https://medium.com/@hawkinsandrew,2,2021-02-08,https://medium.com/article/a4ba4b24-aca1-444d-9b63-b29a8a28193d,45,1617,"AI,NLP",7,Stripe,073832797987945,mark19@gmail.com
127,Alan Horton,"Port Andrew, Norfolk Island",https://medium.com/@copelandchristian,2,2020-09-20,https://medium.com/article/cd428e29-e3c9-4911-9c43-82f16e6e6d9e,42,1901,"Travel,Blog",7,Wise,001-769-601-304271769,connie66@gmail.com
128,Kurt Chavez,"South Leeside, Argentina",https://medium.com/@edwinperez,0,2020-03-29,https://medium.com/article/703260fc-bd41-4128-ab92-96b15536a137,13,1469,"ML,Deep Learning",11,Stripe,488-520-1113329,katrinahowe@gmail.com
129,Amber Brock,"North Troyton, Jordan",https://medium.com/@tinapeterson,1,2016-09-23,https://medium.com/article/1d812e98-670a-4e90-b3c3-ad82a10478e5,29,591,"ML,Deep Learning",13,PayPal,+1-040-827-577624139,iflynn@gmail.com
130,Taylor Brown,"New Randyshire, Trinidad and Tobago",https://medium.com/@burtondominic,0,2017-11-20,https://medium.com/article/81da157d-5051-4f8b-ba15-6f63dcd19e15,38,741,"ML,Deep Learning",13,Bank Transfer,9311089974073,beckervanessa@gmail.com
131,Joel Caldwell,"East Meredith, Bolivia",https://medium.com/@gclarke,2,2021-07-07,https://medium.com/article/fb90f803-3c96-4c8d-acdf-7a108926e94f,17,1169,"Travel,Blog",5,Wise,001-375-160-58121845,cantujeremy@gmail.com
132,Dr. Ethan Simon,"Thomasbury, Bhutan",https://medium.com/@brittanybarton,4,2018-02-11,https://medium.com/article/d44cb403-cee3-4891-8e25-e80e18f0da9d,29,1766,"Cooking,Lifestyle",1,Stripe,(255)572-8035,dstewart@gmail.com
133,Ashley Garcia,"Kyleton, Palestinian Territory",https://medium.com/@kempkaitlyn,1,2019-12-19,https://medium.com/article/cac5509d-e2d5-44fe-b3b2-02a22fc83dd4,31,1635,"Cooking,Lifestyle",5,Wise,218-144-458306039,hilleric@gmail.com
134,Mr. Dylan Cruz MD,"East Kristi, Bangladesh",https://medium.com/@darincooper,4,2025-07-26,https://medium.com/article/272ee1d2-6a60-46c3-a489-22778bf05641,36,1794,"Finance,Investing",14,Stripe,256-249-97042719,ubarrera@gmail.com
135,Arthur Thomas,"South Maryshire, Papua New Guinea",https://medium.com/@lisa35,0,2017-09-04,https://medium.com/article/af658549-ea39-4ca4-b04f-07e8021c781b,40,740,"Cooking,Lifestyle",11,Stripe,001-076-491-3383,alexander85@gmail.com
136,Joanna Mullen,"New Jennifer, United States of America",https://medium.com/@rebekahgolden,3,2017-06-07,https://medium.com/article/94b2b250-942c-4c70-b6e5-28c56252f123,39,1016,"AI,NLP",8,Wise,+1-541-765-633984043,rodriguezmikayla@gmail.com
137,Mark Woods,"Nicolemouth, Kazakhstan",https://medium.com/@sarahwilson,1,2019-07-21,https://medium.com/article/96779fec-7205-4f3b-a4ea-d89fddc852fd,9,615,"ML,Deep Learning",13,Stripe,001-347-415-458044474,holmesholly@gmail.com
138,Alexander Miller,"Port Danielle, Guyana",https://medium.com/@howardstacey,1,2016-04-16,https://medium.com/article/493ba562-4981-4974-94a4-af14eb4f0cd3,2,1390,"Cooking,Lifestyle",12,Bank Transfer,001-308-147-83048718,daviddavis@gmail.com
139,Jasmine Melton,"Stewartfurt, Svalbard & Jan Mayen Islands",https://medium.com/@vanessamartin,0,2021-03-01,https://medium.com/article/91d94c45-f028-4559-bece-9f3986421a6d,16,1748,"Health,Wellness",13,CashApp,+1-381-250-2135,carolspencer@gmail.com
140,Deborah Atkinson,"Lambland, Kyrgyz Republic",https://medium.com/@kwillis,2,2022-07-16,https://medium.com/article/0d98ed0a-7203-4e21-b0f0-b5271a1e07a4,41,1528,"Health,Wellness",1,Bank Transfer,(390)167-7785,shannonsimmons@gmail.com
141,Kelsey Sutton,"Chanmouth, Tokelau",https://medium.com/@jhanson,3,2021-06-13,https://medium.com/article/88396fca-ebee-4c0e-b0d5-a0c19f90b37d,3,1271,"Health,Wellness",4,Bank Transfer,(071)689-8400,parrishcrystal@gmail.com
142,Danny Calderon,"South Debbie, Puerto Rico",https://medium.com/@fmccarthy,2,2023-08-18,https://medium.com/article/72a68e1b-68ba-44cc-a96b-705ccca768ee,19,1480,"AI,NLP",11,PayPal,(132)902-844980057,williamsonstephanie@gmail.com
143,Misty Hernandez,"Rochafurt, Albania",https://medium.com/@austin19,4,2023-10-29,https://medium.com/article/5a911f91-2d5d-47e9-b53b-ca3356517343,29,258,"Travel,Blog",1,Wise,(658)363-1946,tristannguyen@gmail.com
144,Brian Wilson,"Armstrongchester, Kazakhstan",https://medium.com/@bmyers,1,2022-01-16,https://medium.com/article/4faa063b-9419-4097-8e7d-a515db650d3e,44,799,"Finance,Investing",13,CashApp,8007060211,chapmanjulie@gmail.com
145,Bailey Osborne,"Riosfurt, Indonesia",https://medium.com/@kurtnguyen,3,2021-11-08,https://medium.com/article/665d6a36-bcad-471b-af94-cdbd0307446d,49,1586,"ML,Deep Learning",7,PayPal,270-265-0692,michael41@gmail.com
146,Megan Ford,"Wardville, Belize",https://medium.com/@mirandaholly,4,2020-07-11,https://medium.com/article/dc604656-55fd-40d5-94da-905e95182a7a,4,193,"AI,NLP",11,Bank Transfer,001-336-253-292250206,gonzalezzachary@gmail.com
147,John Williams,"Garzaton, Ecuador",https://medium.com/@james69,2,2021-10-06,https://medium.com/article/35051cd6-c6ab-4bab-bb9c-02704b42cd31,12,1881,"AI,NLP",0,PayPal,7663117434,caroline13@gmail.com
148,Lauren Jones,"Everettburgh, Kuwait",https://medium.com/@khughes,4,2019-03-31,https://medium.com/article/962a393d-d481-4787-9e9f-eb27326bc575,12,758,"Startups,Entrepreneurship",4,PayPal,33421258129997,mnelson@gmail.com
149,Bethany Perez,"Kristinabury, Egypt",https://medium.com/@jasonreed,0,2017-03-24,https://medium.com/article/08464c31-cd35-409c-9cba-bb237385ef8a,34,1727,"Cooking,Lifestyle",7,CashApp,001-333-950-16168519,likelly@gmail.com
150,Corey Pierce,"Port Deannabury, Mayotte",https://medium.com/@rossamber,2,2022-10-05,https://medium.com/article/9097805e-f2d1-45c7-b8fe-0e6b469eabd8,14,138,"Finance,Investing",4,Wise,132759492238629,williamdavies@gmail.com
151,Christopher Carrillo,"Danielmouth, Venezuela",https://medium.com/@zmontgomery,1,2025-06-11,https://medium.com/article/3e26b62c-22fe-43ac-8ae6-3484b5173d72,0,995,"AI,ML,Data",12,Bank Transfer,5637928353,melaniefisher@gmail.com
152,David Clark,"Edwardsbury, Oman",https://medium.com/@gabriel32,0,2020-07-18,https://medium.com/article/f70fc207-aa6b-4ed9-ad3d-9603130981c9,26,1347,"Health,Wellness",2,Bank Transfer,+1-452-675-0337,powerskatherine@gmail.com
153,Robin Wilson,"North Robertview, Haiti",https://medium.com/@margaret00,0,2021-09-10,https://medium.com/article/adc3f041-aa61-4b22-83a1-a3f03b8300d5,35,1093,"Cooking,Lifestyle",12,PayPal,5268144572,kendra71@gmail.com
154,Mark Peterson,"Emilyview, Malta",https://medium.com/@ruth84,2,2016-09-17,https://medium.com/article/30685008-67a0-4a87-9ee1-19f8ecc32cf6,20,995,"ML,Deep Learning",6,Stripe,5753999215689,brownamber@gmail.com
155,Mike Barrett,"New Kaylahaven, Suriname",https://medium.com/@aaron96,3,2020-08-04,https://medium.com/article/b927c775-154f-4fa1-9dce-4868054bacf6,25,635,"Cooking,Lifestyle",3,CashApp,+1-278-917-6389,paulrebecca@gmail.com
156,Ronald Frazier,"East Julieport, Western Sahara",https://medium.com/@ekeller,0,2023-11-18,https://medium.com/article/0b880609-e416-40e4-ab14-1c227a24c04f,12,136,"Health,Wellness",14,Bank Transfer,9739660448937,anne13@gmail.com
157,Malik Reed,"West Tonymouth, Jersey",https://medium.com/@bonniecruz,1,2015-09-04,https://medium.com/article/3d1b7220-bfac-4188-8275-22502ab3cb6c,14,1884,"Finance,Investing",12,Stripe,+1-982-793-4959332,hooverzachary@gmail.com
158,Gordon Thomas,"North Angela, Djibouti",https://medium.com/@lisa85,2,2019-04-04,https://medium.com/article/c517150e-a788-43d7-804d-f5ed91d0911a,21,1747,"Health,Wellness",0,CashApp,001-682-628-65196154,stanleysean@gmail.com
159,Regina Rodriguez,"Kellytown, Greenland",https://medium.com/@gcooper,1,2015-09-16,https://medium.com/article/ce3f7766-e7f3-4682-8854-cd355dccd047,32,688,"Health,Wellness",11,PayPal,718-678-374507069,qlee@gmail.com
160,Melissa Wood,"New Christopher, Korea",https://medium.com/@savannah79,1,2016-07-04,https://medium.com/article/4cbcef20-7ed3-4144-89ec-4eb5db1cd982,23,1516,"Finance,Investing",13,PayPal,9563846362,robertanderson@gmail.com
161,Christine Sawyer,"Shawnborough, Antarctica (the territory South of 60 deg S)",https://medium.com/@hayessarah,4,2021-10-12,https://medium.com/article/e924fd98-a0e4-47d6-924d-dc84e6ab7d4b,13,1299,"Travel,Blog",14,Bank Transfer,5564335127510,bfarmer@gmail.com
162,John Alvarez,"Vasquezberg, Sri Lanka",https://medium.com/@fishergina,1,2017-03-11,https://medium.com/article/fe0a69ce-3540-49d2-b246-b49886143268,42,461,"Travel,Blog",2,Wise,2990975137436,johnsonheidi@gmail.com
163,Logan Wilson,"New Erin, Portugal",https://medium.com/@patricia25,4,2023-04-24,https://medium.com/article/23948d4b-cbbb-46e9-9aea-f3db00b69f44,40,1971,"Travel,Blog",13,PayPal,+1-083-862-123772575,christopher36@gmail.com
164,Jennifer Lewis,"Lake Seanfort, Denmark",https://medium.com/@vhoffman,4,2016-09-20,https://medium.com/article/c0c52fbc-ba13-4e6f-a9a7-465953fd3210,31,1442,"Startups,Entrepreneurship",12,Wise,3444854632,joshua04@gmail.com
165,James Meza,"Pamelaville, Northern Mariana Islands",https://medium.com/@dawnlopez,2,2024-02-06,https://medium.com/article/1d9422ad-5024-4eb3-885b-6478a5673fdb,7,1490,"Travel,Blog",5,CashApp,(799)841-3174,freemandebra@gmail.com
166,Tony White,"Bowenville, Bosnia and Herzegovina",https://medium.com/@tanya82,2,2020-03-04,https://medium.com/article/2e153836-5f47-44ea-bb4a-f64a70505657,11,897,"AI,NLP",3,Stripe,440148678173909,potternicole@gmail.com
167,Dorothy Mccarthy,"Lake Dawnmouth, Timor-Leste",https://medium.com/@blakeweaver,4,2017-08-26,https://medium.com/article/c019a8c4-91c1-469e-a272-52ce5557a5b5,10,1636,"AI,NLP",5,Stripe,001-665-623-811052301,mromero@gmail.com
168,Jasmine Randolph,"South Elizabeth, Rwanda",https://medium.com/@wilsongeorge,4,2021-01-23,https://medium.com/article/236813be-dba1-4e26-a334-416534212b05,2,1992,"AI,ML,Data",12,CashApp,+1-050-912-9160967,freycandace@gmail.com
169,Brian Archer,"South Brandon, Russian Federation",https://medium.com/@ogreen,3,2020-11-06,https://medium.com/article/b0e0f534-455a-4bb4-867e-c75ec516b178,42,429,"Cooking,Lifestyle",6,PayPal,(577)921-82873049,christopher98@gmail.com
170,Amber Manning,"Carlbury, Mali",https://medium.com/@johnsonann,0,2022-03-22,https://medium.com/article/3770c688-fa38-4c23-8251-3b340d0fb54b,19,1398,"Startups,Entrepreneurship",12,PayPal,790-028-7214044,yhall@gmail.com
171,Dean Reed,"Rodriguezbury, Spain",https://medium.com/@phillip37,4,2022-08-31,https://medium.com/article/b4cfdd63-cf5a-41df-b2fd-94ed58ff1b2c,38,480,"Health,Wellness",1,CashApp,053988292117216,lgarner@gmail.com
172,Candace Lowe,"Gardnermouth, Sri Lanka",https://medium.com/@martinezdaniel,3,2023-04-04,https://medium.com/article/a029dd4c-affc-43ef-8e32-9436c48ff583,11,276,"Startups,Entrepreneurship",7,PayPal,6127981126,joshua74@gmail.com
173,Mark George,"Williamsonbury, Belarus",https://medium.com/@dsmith,1,2020-01-07,https://medium.com/article/c9788435-901e-488f-81b8-6cb34cd36a64,26,1527,"Finance,Investing",15,CashApp,9981746361,brandonvillanueva@gmail.com
174,Selena Barnett,"Eileenview, Iceland",https://medium.com/@kathleen23,2,2016-11-08,https://medium.com/article/0680c405-f86f-483c-891a-f3b2275246cc,39,633,"AI,ML,Data",3,PayPal,001-388-067-96229431,johnsonshawn@gmail.com
175,John Lopez,"Christianfort, Comoros",https://medium.com/@paulmoran,2,2017-11-09,https://medium.com/article/caf48304-4ad7-4dc1-81e0-f5f4bfc9b56d,24,1809,"Travel,Blog",9,Wise,001-788-334-7960243,terri48@gmail.com
176,Samantha Russell,"Port Samuelchester, Bosnia and Herzegovina",https://medium.com/@powellamanda,0,2024-03-15,https://medium.com/article/19c4a1cc-da1d-4946-ac52-f0668bf79881,43,736,"AI,ML,Data",3,Stripe,70813604790371,taylorjessica@gmail.com
177,Charles Munoz,"Lake John, Greenland",https://medium.com/@elizabeth32,1,2020-06-20,https://medium.com/article/c6b62f96-147d-4297-ab81-cc39cb6dcd3d,16,716,"ML,Deep Learning",5,CashApp,569-378-32125229,bradley32@gmail.com
178,Gloria Baker,"New Ethan, Cote d'Ivoire",https://medium.com/@hharrell,4,2015-11-24,https://medium.com/article/66efc363-4a01-45e1-81df-0d6c98bef997,16,1981,"Travel,Blog",12,Wise,(725)631-975971225,ellischristina@gmail.com
179,Timothy Vance,"Jacquelineborough, Cape Verde",https://medium.com/@jacobwood,2,2022-10-01,https://medium.com/article/f9cc7fed-ebae-42b6-a5f6-44167015d53a,29,1739,"Startups,Entrepreneurship",13,Bank Transfer,003-276-4394084,hobbsrebecca@gmail.com
180,Audrey Cooper,"Housechester, Christmas Island",https://medium.com/@daniel95,0,2024-06-03,https://medium.com/article/698a78ed-5975-4300-852c-44f6159815f2,6,747,"ML,Deep Learning",6,Bank Transfer,+1-283-999-241742744,kim33@gmail.com
181,Dr. Melissa Adams,"West Stephenshire, Turks and Caicos Islands",https://medium.com/@watersmichael,2,2022-04-25,https://medium.com/article/a6e7ae1b-80b9-4b4d-a098-1071558503fd,19,1140,"AI,NLP",6,Wise,001-846-230-874795679,kimberly45@gmail.com
182,Cory Page,"Seantown, Japan",https://medium.com/@hickmanbreanna,2,2024-06-12,https://medium.com/article/f4d017b9-f688-4bb4-8d3a-86a851250dd2,18,1309,"Finance,Investing",1,Wise,001-261-886-239962530,ibrown@gmail.com
183,Timothy Gallagher,"West Courtneystad, Jersey",https://medium.com/@wwilliams,2,2020-05-30,https://medium.com/article/5edde0ff-981d-4055-9287-25cf037684f8,29,104,"AI,NLP",12,CashApp,4293909651,alexandervictoria@gmail.com
184,Raven Smith,"Johnport, Bahrain",https://medium.com/@jessica27,1,2022-07-24,https://medium.com/article/8dba30a3-f8ce-48d0-bb66-eef2bcb99fb2,38,1646,"Health,Wellness",2,Bank Transfer,(070)190-6924,eanderson@gmail.com
185,Gary Gonzalez,"Port Daniel, Vanuatu",https://medium.com/@madison80,4,2021-01-02,https://medium.com/article/e78260a0-24e4-40fa-8e1e-ce809dd31b68,44,1422,"Startups,Entrepreneurship",14,PayPal,001-570-555-7531,laura41@gmail.com
186,Andrew Gonzalez,"Lake Ana, Denmark",https://medium.com/@kathrynbaker,0,2022-04-22,https://medium.com/article/174f89cf-cb8c-4a93-a055-619ccf1c903d,26,835,"Cooking,Lifestyle",5,PayPal,001-329-115-760436674,sanderson@gmail.com
187,Willie Holden,"Codyside, Argentina",https://medium.com/@qgallegos,2,2018-02-23,https://medium.com/article/0c3a7b6c-ce79-4a0f-8427-288a8faa0043,15,1192,"Health,Wellness",14,Bank Transfer,2030559490,yevans@gmail.com
188,Michelle Valdez,"Jesseland, Uruguay",https://medium.com/@cwalker,3,2018-09-23,https://medium.com/article/6b81b080-c527-4554-ac43-4bcf49ee6be5,49,222,"Travel,Blog",3,Bank Transfer,273180335979157,sharonharris@gmail.com
189,Melissa Osborne,"Brownfurt, Ireland",https://medium.com/@david23,0,2021-02-16,https://medium.com/article/e3700699-17be-45c3-b643-093311ebcc1d,11,517,"Health,Wellness",15,Bank Transfer,001-637-997-8271567,davidnelson@gmail.com
190,Patrick Holland,"North Patricia, Nepal",https://medium.com/@smithscott,3,2022-12-11,https://medium.com/article/03800b17-a2e9-4b06-917b-fbb91aec10f3,40,755,"AI,NLP",5,Bank Transfer,(943)425-740535959,cookkathleen@gmail.com
191,Misty Peterson,"Port Katherine, Tuvalu",https://medium.com/@hrobinson,3,2017-09-30,https://medium.com/article/b4138d9c-1ac5-45bf-8236-1af5632b5747,18,1007,"Finance,Investing",1,CashApp,(541)415-0208,stefanie68@gmail.com
192,Rhonda Coleman,"Davistown, Bangladesh",https://medium.com/@thomasandrews,0,2018-12-20,https://medium.com/article/9ee769e6-87cd-4510-a13f-3c0e775ea7fd,49,266,"Startups,Entrepreneurship",11,PayPal,+1-240-187-7363188,ashleyboyd@gmail.com
193,Margaret Flynn,"Potterfurt, Gabon",https://medium.com/@pam58,3,2023-08-19,https://medium.com/article/0a594a0b-227e-4b1c-9a45-e8117857a780,18,1663,"Travel,Blog",3,Wise,8779421906,joshuawade@gmail.com
194,Raymond Williams,"Whiteport, Netherlands Antilles",https://medium.com/@tyrone31,3,2023-11-22,https://medium.com/article/94a97db5-826b-49ff-928e-e8798abff07b,36,246,"Startups,Entrepreneurship",13,PayPal,3815869253,fhernandez@gmail.com
195,Rhonda Fitzgerald,"West Mariah, Eritrea",https://medium.com/@jennathompson,3,2023-12-04,https://medium.com/article/4f95a3ee-b351-4afa-b7a7-bea6b8c7e4c3,22,1575,"AI,ML,Data",1,CashApp,65460681183968,jacksonjasmine@gmail.com
196,Lori Cole,"South Gary, Nigeria",https://medium.com/@michellewilkinson,4,2023-10-07,https://medium.com/article/d2d6c33b-9eb8-47b8-8ceb-9a46d7b86051,2,749,"Cooking,Lifestyle",9,CashApp,+1-017-868-9012603,kray@gmail.com
197,Jacqueline Watts,"Port Wendy, Guyana",https://medium.com/@morrisjennifer,1,2022-10-16,https://medium.com/article/8e2b88ad-3006-4c13-a3ac-9c0dcf282d8f,2,1118,"AI,NLP",9,Bank Transfer,24652820400458,jgarcia@gmail.com
198,Melinda Palmer,"Lake Lauren, Georgia",https://medium.com/@omullins,4,2023-11-15,https://medium.com/article/f0bafb38-e220-4838-9e28-5f760f9ff4ba,36,1147,"ML,Deep Learning",9,CashApp,701633997883285,wlawrence@gmail.com
199,Courtney Berger,"North Mary, Honduras",https://medium.com/@moralesnatalie,1,2018-11-06,https://medium.com/article/4f43475b-4edc-45ed-a1b8-984fb6e0fa96,8,1189,"Travel,Blog",15,Wise,6308230113,burgessbrenda@gmail.com
